001,GANGA,CHENNAI,MYSORE,BUS,40,18,1600
002,GANGA,CHENNAI,PANAJI,BUS,40,18,1700
003,GANGA,CHENNAI,KOCHI,BUS,40,18,1800
004,GANGA,CHENNAI,KOLKATA,BUS,40,18,1900
005,GANGA,CHENNAI,DELHI,BUS,40,18,2000
006,GANGA,MYSORE,CHENNAI,BUS,40,18,1600
007,GANGA,PANAJI,CHENNAI,BUS,40,18,1700
008,GANGA,KOCHI,CHENNAI,BUS,40,18,1800
009,GANGA,KOLKATA,CHENNAI,BUS,40,18,1900
010,GANGA,DELHI,CHENNAI,BUS,40,18,2000
011,GANGA,HYDERABAD,MYSORE,BUS,40,18,1600
012,GANGA,HYDERABAD,PANAJI,BUS,40,18,1700
013,GANGA,HYDERABAD,KOCHI,BUS,40,18,1800
014,GANGA,HYDERABAD,KOLKATA,BUS,40,18,1900
015,GANGA,HYDERABAD,DELHI,BUS,40,18,2000
016,GANGA,MYSORE,HYDERABAD,BUS,40,18,1600
017,GANGA,PANAJI,HYDERABAD,BUS,40,18,1700
018,GANGA,KOCHI,HYDERABAD,BUS,40,18,1800
019,GANGA,KOLKATA,HYDERABAD,BUS,40,18,1900
020,GANGA,DELHI,HYDERABAD,BUS,40,18,2000
021,GANGA,BANGALORE,MYSORE,BUS,40,18,3500
022,GANGA,BANGALORE,PANAJI,BUS,40,18,3500
023,GANGA,BANGALORE,KOCHI,BUS,40,18,3500
024,GANGA,BANGALORE,KOLKATA,BUS,40,18,3500
025,GANGA,BANGALORE,DELHI,BUS,40,18,3500
026,GANGA,MYSORE,BANGALORE,BUS,40,18,3500
027,GANGA,PANAJI,BANGALORE,BUS,40,18,3500
028,GANGA,KOCHI,BANGALORE,BUS,40,18,3500
029,GANGA,KOLKATA,BANGALORE,BUS,40,18,3500
030,GANGA,DELHI,BANGALORE,BUS,40,18,3500
031,GANGA,AMRITAPURI,MYSORE,BUS,40,18,3500
032,GANGA,AMRITAPURI,PANAJI,BUS,40,18,3500
033,GANGA,AMRITAPURI,KOCHI,BUS,40,18,3500
034,GANGA,AMRITAPURI,KOLKATA,BUS,40,18,3500
035,GANGA,AMRITAPURI,DELHI,BUS,40,18,3500
036,GANGA,MYSORE,AMRITAPURI,BUS,40,18,3500
037,GANGA,PANAJI,AMRITAPURI,BUS,40,18,3500
038,GANGA,KOCHI,AMRITAPURI,BUS,40,18,3500
039,GANGA,KOLKATA,AMRITAPURI,BUS,40,18,3500
040,GANGA,DELHI,CHENNAI,BUS,40,18,3500
041,GANGA,HYDERABAD,CHENNAI,BUS,40,18,3500
042,GANGA,BANGALORE,CHENNAI,BUS,40,18,3500
043,GANGA,AMRITAPURI,CHENNAI,BUS,40,18,3500
044,GANGA,CHENNAI,HYDERABAD,BUS,40,18,1600
045,GANGA,CHENNAI,BANGALORE,BUS,40,18,1700
046,GANGA,CHENNAI,AMRITAPURI,BUS,40,18,1800
101,GANGA,CHENNAI,MYSORE,Train,40,18,3500
102,GANGA,CHENNAI,PANAJI,Train,40,18,3500
103,GANGA,CHENNAI,KOCHI,Train,40,18,3500
104,GANGA,CHENNAI,KOLKATA,Train,40,18,3500
105,GANGA,CHENNAI,DELHI,Train,40,18,3500
106,GANGA,MYSORE,CHENNAI,Train,40,18,3500
107,GANGA,PANAJI,CHENNAI,Train,40,18,3500
108,GANGA,KOCHI,CHENNAI,Train,40,18,3500
109,GANGA,KOLKATA,CHENNAI,Train,40,18,3500
110,GANGA,DELHI,CHENNAI,Train,40,18,3500
111,GANGA,HYDERABAD,MYSORE,Train,40,18,3500
112,GANGA,HYDERABAD,PANAJI,Train,40,18,3500
113,GANGA,HYDERABAD,KOCHI,Train,40,18,3500
114,GANGA,HYDERABAD,KOLKATA,Train,40,18,3500
115,GANGA,HYDERABAD,DELHI,Train,40,18,3500
116,GANGA,MYSORE,HYDERABAD,Train,40,18,3500
117,GANGA,PANAJI,HYDERABAD,Train,40,18,3500
118,GANGA,KOCHI,HYDERABAD,Train,40,18,3500
119,GANGA,KOLKATA,HYDERABAD,Train,40,18,3500
120,GANGA,DELHI,HYDERABAD,Train,40,18,3500
121,GANGA,BANGALORE,MYSORE,Train,40,18,3500
122,GANGA,BANGALORE,PANAJI,Train,40,18,3500
123,GANGA,BANGALORE,KOCHI,Train,40,18,3500
124,GANGA,BANGALORE,KOLKATA,Train,40,18,3500
125,GANGA,BANGALORE,DELHI,Train,40,18,3500
126,GANGA,MYSORE,BANGALORE,Train,40,18,3500
127,GANGA,PANAJI,BANGALORE,Train,40,18,3500
128,GANGA,KOCHI,BANGALORE,Train,40,18,3500
129,GANGA,KOLKATA,BANGALORE,Train,40,18,3500
130,GANGA,DELHI,BANGALORE,Train,40,18,3500
131,GANGA,AMRITAPURI,MYSORE,Train,40,18,3500
132,GANGA,AMRITAPURI,PANAJI,Train,40,18,3500
133,GANGA,AMRITAPURI,KOCHI,Train,40,18,3500
134,GANGA,AMRITAPURI,KOLKATA,Train,40,18,3500
135,GANGA,AMRITAPURI,DELHI,Train,40,18,3500
136,GANGA,MYSORE,AMRITAPURI,Train,40,18,3500
137,GANGA,PANAJI,AMRITAPURI,Train,40,18,3500
138,GANGA,KOCHI,AMRITAPURI,Train,40,18,3500
139,GANGA,KOLKATA,AMRITAPURI,Train,40,18,3500
140,GANGA,DELHI,AMRITAPURI,Train,40,18,3500
141,GANGA,HYDERABAD,CHENNAI,Train,40,18,3500
142,GANGA,BANGALORE,CHENNAI,Train,40,18,3500
143,GANGA,AMRITAPURI,CHENNAI,Train,40,18,3500
144,GANGA,CHENNAI,HYDERABAD,Train,40,18,1600
145,GANGA,CHENNAI,BANGALORE,Train,40,18,1700
146,GANGA,CHENNAI,AMRITAPURI,Train,40,18,1800
201,GANGA,CHENNAI,MYSORE,Flight,40,18,3500
202,GANGA,CHENNAI,PANAJI,Flight,40,18,3500
203,GANGA,CHENNAI,KOCHI,Flight,40,18,3500
204,GANGA,CHENNAI,KOLKATA,Flight,40,18,3500
205,GANGA,CHENNAI,DELHI,Flight,40,18,3500
206,GANGA,MYSORE,CHENNAI,Flight,40,18,3500
207,GANGA,PANAJI,CHENNAI,Flight,40,18,3500
208,GANGA,KOCHI,CHENNAI,Flight,40,18,3500
209,GANGA,KOLKATA,CHENNAI,Flight,40,18,3500
210,GANGA,DELHI,CHENNAI,Flight,40,18,3500
211,GANGA,HYDERABAD,MYSORE,Flight,40,18,3500
212,GANGA,HYDERABAD,PANAJI,Flight,40,18,3500
213,GANGA,HYDERABAD,KOCHI,Flight,40,18,3500
214,GANGA,HYDERABAD,KOLKATA,Flight,40,18,3500
215,GANGA,HYDERABAD,DELHI,Flight,40,18,3500
216,GANGA,MYSORE,HYDERABAD,Flight,40,18,3500
217,GANGA,PANAJI,HYDERABAD,Flight,40,18,3500
218,GANGA,KOCHI,HYDERABAD,Flight,40,18,3500
219,GANGA,KOLKATA,HYDERABAD,Flight,40,18,3500
220,GANGA,DELHI,HYDERABAD,Flight,40,18,3500
221,GANGA,BANGALORE,MYSORE,Flight,40,18,3500
222,GANGA,BANGALORE,PANAJI,Flight,40,18,3500
223,GANGA,BANGALORE,KOCHI,Flight,40,18,3500
224,GANGA,BANGALORE,KOLKATA,Flight,40,18,3500
225,GANGA,BANGALORE,DELHI,Flight,40,18,3500
226,GANGA,MYSORE,BANGALORE,Flight,40,18,3500
227,GANGA,PANAJI,BANGALORE,Flight,40,18,3500
228,GANGA,KOCHI,BANGALORE,Flight,40,18,3500
229,GANGA,KOLKATA,BANGALORE,Flight,40,18,3500
230,GANGA,DELHI,BANGALORE,Flight,40,18,3500
231,GANGA,AMRITAPURI,MYSORE,Flight,40,18,3500
232,GANGA,AMRITAPURI,PANAJI,Flight,40,18,3500
233,GANGA,AMRITAPURI,KOCHI,Flight,40,18,3500
234,GANGA,AMRITAPURI,KOLKATA,Flight,40,18,3500
235,GANGA,AMRITAPURI,DELHI,Flight,40,18,3500
236,GANGA,MYSORE,AMRITAPURI,Flight,40,18,3500
237,GANGA,PANAJI,AMRITAPURI,Flight,40,18,3500
238,GANGA,KOCHI,AMRITAPURI,Flight,40,18,3500
239,GANGA,KOLKATA,AMRITAPURI,Flight,40,18,3500
240,GANGA,DELHI,AMRITAPURI,Flight,40,18,3500
241,GANGA,HYDERABAD,CHENNAI,Flight,40,18,3500
242,GANGA,BANGALORE,CHENNAI,Flight,40,18,3500
243,GANGA,AMRITAPURI,CHENNAI,Flight,40,18,3500
244,GANGA,CHENNAI,HYDERABAD,Flight,40,18,1600
245,GANGA,CHENNAI,BANGALORE,Flight,40,18,1700
246,GANGA,CHENNAI,AMRITAPURI,Flight,40,18,1800
